date,family,store_nbr,city,store_type,is_holiday,is_payday,is_weekend,units_sold,line_items,day_of_week,month_name,year_month,earthquake_window
2015-01-02,GROCERY I,1,Quito,A,False,0,0,262.0,12,Friday,January,2015-01,0
2015-01-02,BEVERAGES,1,Quito,A,False,0,0,88.0,4,Friday,January,2015-01,0
2015-01-02,PRODUCE,1,Quito,A,False,0,0,40.39,3,Friday,January,2015-01,0
2015-01-02,CLEANING,1,Quito,A,False,0,0,45.0,2,Friday,January,2015-01,0
2015-01-02,DAIRY,1,Quito,A,False,0,0,25.0,2,Friday,January,2015-01,0
2015-01-02,BREAD/BAKERY,1,Quito,A,False,0,0,10.0,2,Friday,January,2015-01,0
2015-01-02,GROCERY I,2,Guayaquil,B,False,0,0,257.0,9,Friday,January,2015-01,0
2015-01-02,BEVERAGES,2,Guayaquil,B,False,0,0,113.0,8,Friday,January,2015-01,0
2015-01-02,PRODUCE,2,Guayaquil,B,False,0,0,101.875,5,Friday,January,2015-01,0
2015-01-02,CLEANING,2,Guayaquil,B,False,0,0,6.0,2,Friday,January,2015-01,0
2015-01-02,DAIRY,2,Guayaquil,B,False,0,0,62.51,3,Friday,January,2015-01,0
2015-01-02,BREAD/BAKERY,2,Guayaquil,B,False,0,0,10.0,2,Friday,January,2015-01,0
2015-01-02,DELI,2,Guayaquil,B,False,0,0,7.0,1,Friday,January,2015-01,0
2015-01-02,GROCERY I,3,Cuenca,C,False,0,0,245.0,7,Friday,January,2015-01,0
2015-01-02,BEVERAGES,3,Cuenca,C,False,0,0,52.0,5,Friday,January,2015-01,0
2015-01-02,PRODUCE,3,Cuenca,C,False,0,0,83.062,4,Friday,January,2015-01,0
2015-01-02,CLEANING,3,Cuenca,C,False,0,0,26.0,2,Friday,January,2015-01,0
2015-01-02,DAIRY,3,Cuenca,C,False,0,0,24.0,2,Friday,January,2015-01,0
2015-01-02,BREAD/BAKERY,3,Cuenca,C,False,0,0,13.237,1,Friday,January,2015-01,0
2015-01-02,EGGS,3,Cuenca,C,False,0,0,2.609,1,Friday,January,2015-01,0
2015-01-02,GROCERY I,4,Ambato,D,False,0,0,301.0,12,Friday,January,2015-01,0
2015-01-02,BEVERAGES,4,Ambato,D,False,0,0,182.0,7,Friday,January,2015-01,0
2015-01-02,PRODUCE,4,Ambato,D,False,0,0,138.0,6,Friday,January,2015-01,0
2015-01-02,CLEANING,4,Ambato,D,False,0,0,50.0,2,Friday,January,2015-01,0
2015-01-02,DAIRY,4,Ambato,D,False,0,0,69.0,3,Friday,January,2015-01,0
2015-01-02,BREAD/BAKERY,4,Ambato,D,False,0,0,19.0,1,Friday,January,2015-01,0
2015-01-02,DELI,4,Ambato,D,False,0,0,10.376999999999999,2,Friday,January,2015-01,0
2015-01-02,GROCERY I,5,Machala,E,False,0,0,330.0,12,Friday,January,2015-01,0
2015-01-02,BEVERAGES,5,Machala,E,False,0,0,160.0,7,Friday,January,2015-01,0
2015-01-02,PRODUCE,5,Machala,E,False,0,0,130.0,4,Friday,January,2015-01,0
2015-01-02,CLEANING,5,Machala,E,False,0,0,36.0,4,Friday,January,2015-01,0
2015-01-02,DAIRY,5,Machala,E,False,0,0,52.614,3,Friday,January,2015-01,0
2015-01-02,BREAD/BAKERY,5,Machala,E,False,0,0,18.0,3,Friday,January,2015-01,0
2015-01-02,DELI,5,Machala,E,False,0,0,8.0,2,Friday,January,2015-01,0
2015-01-02,GROCERY I,6,Manta,A,False,0,0,166.0,10,Friday,January,2015-01,0
2015-01-02,BEVERAGES,6,Manta,A,False,0,0,109.0,8,Friday,January,2015-01,0
2015-01-02,PRODUCE,6,Manta,A,False,0,0,42.0,4,Friday,January,2015-01,0
2015-01-02,CLEANING,6,Manta,A,False,0,0,16.0,3,Friday,January,2015-01,0
2015-01-02,DAIRY,6,Manta,A,False,0,0,32.0,3,Friday,January,2015-01,0
2015-01-02,BREAD/BAKERY,6,Manta,A,False,0,0,19.0,3,Friday,January,2015-01,0
2015-01-02,DELI,6,Manta,A,False,0,0,5.0,2,Friday,January,2015-01,0
2015-01-03,GROCERY I,1,Quito,A,False,0,1,172.0,7,Saturday,January,2015-01,0
2015-01-03,BEVERAGES,1,Quito,A,False,0,1,156.0,7,Saturday,January,2015-01,0
2015-01-03,PRODUCE,1,Quito,A,False,0,1,44.626,4,Saturday,January,2015-01,0
2015-01-03,CLEANING,1,Quito,A,False,0,1,76.0,4,Saturday,January,2015-01,0
2015-01-03,DAIRY,1,Quito,A,False,0,1,60.226,4,Saturday,January,2015-01,0
2015-01-03,BREAD/BAKERY,1,Quito,A,False,0,1,7.0,2,Saturday,January,2015-01,0
2015-01-03,DELI,1,Quito,A,False,0,1,7.0,1,Saturday,January,2015-01,0
2015-01-03,EGGS,1,Quito,A,False,0,1,1.0,1,Saturday,January,2015-01,0
2015-01-03,GROCERY I,2,Guayaquil,B,False,0,1,274.0,11,Saturday,January,2015-01,0
2015-01-03,BEVERAGES,2,Guayaquil,B,False,0,1,171.0,7,Saturday,January,2015-01,0
2015-01-03,PRODUCE,2,Guayaquil,B,False,0,1,6.871,1,Saturday,January,2015-01,0
2015-01-03,CLEANING,2,Guayaquil,B,False,0,1,52.0,3,Saturday,January,2015-01,0
2015-01-03,DAIRY,2,Guayaquil,B,False,0,1,56.0,4,Saturday,January,2015-01,0
2015-01-03,BREAD/BAKERY,2,Guayaquil,B,False,0,1,28.0,3,Saturday,January,2015-01,0
2015-01-03,DELI,2,Guayaquil,B,False,0,1,5.664,1,Saturday,January,2015-01,0
2015-01-03,GROCERY I,3,Cuenca,C,False,0,1,317.0,8,Saturday,January,2015-01,0
2015-01-03,BEVERAGES,3,Cuenca,C,False,0,1,40.0,4,Saturday,January,2015-01,0
2015-01-03,PRODUCE,3,Cuenca,C,False,0,1,58.446,3,Saturday,January,2015-01,0
2015-01-03,DAIRY,3,Cuenca,C,False,0,1,78.0,4,Saturday,January,2015-01,0
2015-01-03,BREAD/BAKERY,3,Cuenca,C,False,0,1,12.575,2,Saturday,January,2015-01,0
2015-01-03,GROCERY I,4,Ambato,D,False,0,1,252.0,9,Saturday,January,2015-01,0
2015-01-03,BEVERAGES,4,Ambato,D,False,0,1,253.0,7,Saturday,January,2015-01,0
2015-01-03,PRODUCE,4,Ambato,D,False,0,1,35.07,1,Saturday,January,2015-01,0
2015-01-03,CLEANING,4,Ambato,D,False,0,1,94.0,4,Saturday,January,2015-01,0
2015-01-03,DAIRY,4,Ambato,D,False,0,1,92.714,3,Saturday,January,2015-01,0
2015-01-03,BREAD/BAKERY,4,Ambato,D,False,0,1,48.987,3,Saturday,January,2015-01,0
2015-01-03,GROCERY I,5,Machala,E,False,0,1,363.0,9,Saturday,January,2015-01,0
2015-01-03,BEVERAGES,5,Machala,E,False,0,1,171.0,7,Saturday,January,2015-01,0
2015-01-03,PRODUCE,5,Machala,E,False,0,1,141.0,5,Saturday,January,2015-01,0
2015-01-03,CLEANING,5,Machala,E,False,0,1,26.0,3,Saturday,January,2015-01,0
2015-01-03,DAIRY,5,Machala,E,False,0,1,114.0,5,Saturday,January,2015-01,0
2015-01-03,BREAD/BAKERY,5,Machala,E,False,0,1,12.0,1,Saturday,January,2015-01,0
2015-01-03,DELI,5,Machala,E,False,0,1,9.294,1,Saturday,January,2015-01,0
2015-01-03,EGGS,5,Machala,E,False,0,1,2.0,1,Saturday,January,2015-01,0
2015-01-03,GROCERY I,6,Manta,A,False,0,1,269.0,9,Saturday,January,2015-01,0
2015-01-03,BEVERAGES,6,Manta,A,False,0,1,86.0,6,Saturday,January,2015-01,0
2015-01-03,PRODUCE,6,Manta,A,False,0,1,82.0,5,Saturday,January,2015-01,0
2015-01-03,CLEANING,6,Manta,A,False,0,1,44.0,3,Saturday,January,2015-01,0
2015-01-03,DAIRY,6,Manta,A,False,0,1,67.765,5,Saturday,January,2015-01,0
2015-01-03,BREAD/BAKERY,6,Manta,A,False,0,1,9.0,2,Saturday,January,2015-01,0
2015-01-03,DELI,6,Manta,A,False,0,1,7.4190000000000005,2,Saturday,January,2015-01,0
2015-01-04,GROCERY I,1,Quito,A,False,0,1,253.0,9,Sunday,January,2015-01,0
2015-01-04,BEVERAGES,1,Quito,A,False,0,1,90.0,7,Sunday,January,2015-01,0
2015-01-04,PRODUCE,1,Quito,A,False,0,1,104.648,5,Sunday,January,2015-01,0
2015-01-04,CLEANING,1,Quito,A,False,0,1,57.0,3,Sunday,January,2015-01,0
2015-01-04,DAIRY,1,Quito,A,False,0,1,69.393,4,Sunday,January,2015-01,0
2015-01-04,BREAD/BAKERY,1,Quito,A,False,0,1,26.942999999999998,3,Sunday,January,2015-01,0
2015-01-04,DELI,1,Quito,A,False,0,1,9.0,2,Sunday,January,2015-01,0
2015-01-04,EGGS,1,Quito,A,False,0,1,6.0,1,Sunday,January,2015-01,0
2015-01-04,GROCERY I,2,Guayaquil,B,False,0,1,198.0,8,Sunday,January,2015-01,0
2015-01-04,BEVERAGES,2,Guayaquil,B,False,0,1,181.0,9,Sunday,January,2015-01,0
2015-01-04,PRODUCE,2,Guayaquil,B,False,0,1,104.243,4,Sunday,January,2015-01,0
2015-01-04,CLEANING,2,Guayaquil,B,False,0,1,35.0,3,Sunday,January,2015-01,0
2015-01-04,DAIRY,2,Guayaquil,B,False,0,1,56.0,4,Sunday,January,2015-01,0
2015-01-04,BREAD/BAKERY,2,Guayaquil,B,False,0,1,28.0,2,Sunday,January,2015-01,0
2015-01-04,DELI,2,Guayaquil,B,False,0,1,5.0,2,Sunday,January,2015-01,0
2015-01-04,GROCERY I,3,Cuenca,C,False,0,1,233.0,12,Sunday,January,2015-01,0
2015-01-04,BEVERAGES,3,Cuenca,C,False,0,1,96.0,8,Sunday,January,2015-01,0
2015-01-04,PRODUCE,3,Cuenca,C,False,0,1,65.0,5,Sunday,January,2015-01,0
2015-01-04,CLEANING,3,Cuenca,C,False,0,1,12.0,1,Sunday,January,2015-01,0
2015-01-04,DAIRY,3,Cuenca,C,False,0,1,39.0,2,Sunday,January,2015-01,0
2015-01-04,BREAD/BAKERY,3,Cuenca,C,False,0,1,20.0,3,Sunday,January,2015-01,0
2015-01-04,GROCERY I,4,Ambato,D,False,0,1,346.0,8,Sunday,January,2015-01,0
2015-01-04,BEVERAGES,4,Ambato,D,False,0,1,232.0,9,Sunday,January,2015-01,0
2015-01-04,PRODUCE,4,Ambato,D,False,0,1,181.418,8,Sunday,January,2015-01,0
2015-01-04,CLEANING,4,Ambato,D,False,0,1,40.0,4,Sunday,January,2015-01,0
2015-01-04,DAIRY,4,Ambato,D,False,0,1,81.0,5,Sunday,January,2015-01,0
2015-01-04,BREAD/BAKERY,4,Ambato,D,False,0,1,59.783,4,Sunday,January,2015-01,0
2015-01-04,DELI,4,Ambato,D,False,0,1,18.772,2,Sunday,January,2015-01,0
2015-01-04,GROCERY I,5,Machala,E,False,0,1,294.0,10,Sunday,January,2015-01,0
2015-01-04,BEVERAGES,5,Machala,E,False,0,1,107.0,4,Sunday,January,2015-01,0
2015-01-04,PRODUCE,5,Machala,E,False,0,1,159.0,6,Sunday,January,2015-01,0
2015-01-04,DAIRY,5,Machala,E,False,0,1,113.368,5,Sunday,January,2015-01,0
2015-01-04,BREAD/BAKERY,5,Machala,E,False,0,1,15.0,3,Sunday,January,2015-01,0
2015-01-04,EGGS,5,Machala,E,False,0,1,2.0,1,Sunday,January,2015-01,0
2015-01-04,GROCERY I,6,Manta,A,False,0,1,139.0,8,Sunday,January,2015-01,0
2015-01-04,BEVERAGES,6,Manta,A,False,0,1,100.0,6,Sunday,January,2015-01,0
2015-01-04,PRODUCE,6,Manta,A,False,0,1,46.34,4,Sunday,January,2015-01,0
2015-01-04,CLEANING,6,Manta,A,False,0,1,12.0,2,Sunday,January,2015-01,0
2015-01-04,DAIRY,6,Manta,A,False,0,1,63.159,5,Sunday,January,2015-01,0
2015-01-04,BREAD/BAKERY,6,Manta,A,False,0,1,16.695999999999998,2,Sunday,January,2015-01,0
2015-01-04,DELI,6,Manta,A,False,0,1,7.0,2,Sunday,January,2015-01,0
2015-01-04,EGGS,6,Manta,A,False,0,1,4.0,1,Sunday,January,2015-01,0
2015-01-05,GROCERY I,1,Quito,A,False,0,0,170.0,7,Monday,January,2015-01,0
2015-01-05,BEVERAGES,1,Quito,A,False,0,0,107.0,8,Monday,January,2015-01,0
2015-01-05,PRODUCE,1,Quito,A,False,0,0,80.787,5,Monday,January,2015-01,0
2015-01-05,CLEANING,1,Quito,A,False,0,0,23.0,3,Monday,January,2015-01,0
2015-01-05,DAIRY,1,Quito,A,False,0,0,15.0,2,Monday,January,2015-01,0
2015-01-05,BREAD/BAKERY,1,Quito,A,False,0,0,24.0,4,Monday,January,2015-01,0
2015-01-05,DELI,1,Quito,A,False,0,0,2.0,2,Monday,January,2015-01,0
2015-01-05,GROCERY I,2,Guayaquil,B,False,0,0,157.0,8,Monday,January,2015-01,0
2015-01-05,BEVERAGES,2,Guayaquil,B,False,0,0,82.0,8,Monday,January,2015-01,0
2015-01-05,PRODUCE,2,Guayaquil,B,False,0,0,110.0,6,Monday,January,2015-01,0
2015-01-05,CLEANING,2,Guayaquil,B,False,0,0,14.0,2,Monday,January,2015-01,0
2015-01-05,DAIRY,2,Guayaquil,B,False,0,0,35.893,5,Monday,January,2015-01,0
2015-01-05,BREAD/BAKERY,2,Guayaquil,B,False,0,0,14.0,2,Monday,January,2015-01,0
2015-01-05,DELI,2,Guayaquil,B,False,0,0,6.846,2,Monday,January,2015-01,0
2015-01-05,GROCERY I,3,Cuenca,C,False,0,0,117.0,7,Monday,January,2015-01,0
2015-01-05,BEVERAGES,3,Cuenca,C,False,0,0,100.0,8,Monday,January,2015-01,0
2015-01-05,PRODUCE,3,Cuenca,C,False,0,0,60.0,4,Monday,January,2015-01,0
2015-01-05,CLEANING,3,Cuenca,C,False,0,0,48.0,3,Monday,January,2015-01,0
2015-01-05,DAIRY,3,Cuenca,C,False,0,0,57.0,3,Monday,January,2015-01,0
2015-01-05,BREAD/BAKERY,3,Cuenca,C,False,0,0,19.0,2,Monday,January,2015-01,0
2015-01-05,DELI,3,Cuenca,C,False,0,0,7.0,2,Monday,January,2015-01,0
2015-01-05,EGGS,3,Cuenca,C,False,0,0,1.589,1,Monday,January,2015-01,0
2015-01-05,GROCERY I,4,Ambato,D,False,0,0,347.0,14,Monday,January,2015-01,0
2015-01-05,BEVERAGES,4,Ambato,D,False,0,0,96.0,4,Monday,January,2015-01,0
2015-01-05,PRODUCE,4,Ambato,D,False,0,0,63.0,4,Monday,January,2015-01,0
2015-01-05,CLEANING,4,Ambato,D,False,0,0,23.0,2,Monday,January,2015-01,0
2015-01-05,DAIRY,4,Ambato,D,False,0,0,11.0,1,Monday,January,2015-01,0
2015-01-05,BREAD/BAKERY,4,Ambato,D,False,0,0,24.0,3,Monday,January,2015-01,0
2015-01-05,GROCERY I,5,Machala,E,False,0,0,154.0,6,Monday,January,2015-01,0
2015-01-05,BEVERAGES,5,Machala,E,False,0,0,137.0,7,Monday,January,2015-01,0
2015-01-05,PRODUCE,5,Machala,E,False,0,0,66.164,4,Monday,January,2015-01,0
2015-01-05,CLEANING,5,Machala,E,False,0,0,66.0,2,Monday,January,2015-01,0
2015-01-05,DAIRY,5,Machala,E,False,0,0,41.0,3,Monday,January,2015-01,0
2015-01-05,BREAD/BAKERY,5,Machala,E,False,0,0,37.0,3,Monday,January,2015-01,0
2015-01-05,EGGS,5,Machala,E,False,0,0,3.0,1,Monday,January,2015-01,0
2015-01-05,GROCERY I,6,Manta,A,False,0,0,113.0,6,Monday,January,2015-01,0
2015-01-05,BEVERAGES,6,Manta,A,False,0,0,71.0,6,Monday,January,2015-01,0
2015-01-05,PRODUCE,6,Manta,A,False,0,0,46.888999999999996,4,Monday,January,2015-01,0
2015-01-05,CLEANING,6,Manta,A,False,0,0,34.0,5,Monday,January,2015-01,0
2015-01-05,DAIRY,6,Manta,A,False,0,0,42.0,4,Monday,January,2015-01,0
2015-01-05,BREAD/BAKERY,6,Manta,A,False,0,0,4.0,1,Monday,January,2015-01,0
2015-01-06,GROCERY I,1,Quito,A,False,0,0,168.0,10,Tuesday,January,2015-01,0
2015-01-06,BEVERAGES,1,Quito,A,False,0,0,43.0,3,Tuesday,January,2015-01,0
2015-01-06,PRODUCE,1,Quito,A,False,0,0,63.0,4,Tuesday,January,2015-01,0
2015-01-06,CLEANING,1,Quito,A,False,0,0,40.0,4,Tuesday,January,2015-01,0
2015-01-06,DAIRY,1,Quito,A,False,0,0,34.0,3,Tuesday,January,2015-01,0
2015-01-06,BREAD/BAKERY,1,Quito,A,False,0,0,14.0,3,Tuesday,January,2015-01,0
2015-01-06,DELI,1,Quito,A,False,0,0,2.0,1,Tuesday,January,2015-01,0
2015-01-06,GROCERY I,2,Guayaquil,B,False,0,0,171.0,11,Tuesday,January,2015-01,0
2015-01-06,BEVERAGES,2,Guayaquil,B,False,0,0,61.0,4,Tuesday,January,2015-01,0
2015-01-06,PRODUCE,2,Guayaquil,B,False,0,0,53.0,5,Tuesday,January,2015-01,0
2015-01-06,CLEANING,2,Guayaquil,B,False,0,0,20.0,3,Tuesday,January,2015-01,0
2015-01-06,DAIRY,2,Guayaquil,B,False,0,0,31.0,2,Tuesday,January,2015-01,0
2015-01-06,BREAD/BAKERY,2,Guayaquil,B,False,0,0,3.0,1,Tuesday,January,2015-01,0
2015-01-06,DELI,2,Guayaquil,B,False,0,0,5.0,1,Tuesday,January,2015-01,0
2015-01-06,EGGS,2,Guayaquil,B,False,0,0,4.0,1,Tuesday,January,2015-01,0
2015-01-06,GROCERY I,3,Cuenca,C,False,0,0,182.0,13,Tuesday,January,2015-01,0
2015-01-06,BEVERAGES,3,Cuenca,C,False,0,0,50.0,5,Tuesday,January,2015-01,0
2015-01-06,PRODUCE,3,Cuenca,C,False,0,0,58.966,4,Tuesday,January,2015-01,0
2015-01-06,CLEANING,3,Cuenca,C,False,0,0,12.0,1,Tuesday,January,2015-01,0
2015-01-06,DAIRY,3,Cuenca,C,False,0,0,30.0,2,Tuesday,January,2015-01,0
2015-01-06,BREAD/BAKERY,3,Cuenca,C,False,0,0,4.0,1,Tuesday,January,2015-01,0
2015-01-06,GROCERY I,4,Ambato,D,False,0,0,225.0,12,Tuesday,January,2015-01,0
2015-01-06,BEVERAGES,4,Ambato,D,False,0,0,93.0,5,Tuesday,January,2015-01,0
2015-01-06,PRODUCE,4,Ambato,D,False,0,0,107.0,5,Tuesday,January,2015-01,0
2015-01-06,CLEANING,4,Ambato,D,False,0,0,4.0,1,Tuesday,January,2015-01,0
2015-01-06,DAIRY,4,Ambato,D,False,0,0,40.0,2,Tuesday,January,2015-01,0
2015-01-06,BREAD/BAKERY,4,Ambato,D,False,0,0,22.0,3,Tuesday,January,2015-01,0
2015-01-06,DELI,4,Ambato,D,False,0,0,4.0,1,Tuesday,January,2015-01,0
2015-01-06,GROCERY I,5,Machala,E,False,0,0,282.0,12,Tuesday,January,2015-01,0
2015-01-06,BEVERAGES,5,Machala,E,False,0,0,45.0,5,Tuesday,January,2015-01,0
2015-01-06,PRODUCE,5,Machala,E,False,0,0,92.0,5,Tuesday,January,2015-01,0
2015-01-06,CLEANING,5,Machala,E,False,0,0,10.0,2,Tuesday,January,2015-01,0
2015-01-06,DAIRY,5,Machala,E,False,0,0,21.0,2,Tuesday,January,2015-01,0
2015-01-06,BREAD/BAKERY,5,Machala,E,False,0,0,22.0,3,Tuesday,January,2015-01,0
2015-01-06,DELI,5,Machala,E,False,0,0,3.0,1,Tuesday,January,2015-01,0
2015-01-06,EGGS,5,Machala,E,False,0,0,5.0,1,Tuesday,January,2015-01,0
2015-01-06,GROCERY I,6,Manta,A,False,0,0,86.0,7,Tuesday,January,2015-01,0
2015-01-06,BEVERAGES,6,Manta,A,False,0,0,54.0,4,Tuesday,January,2015-01,0
2015-01-06,PRODUCE,6,Manta,A,False,0,0,48.736000000000004,4,Tuesday,January,2015-01,0
2015-01-06,CLEANING,6,Manta,A,False,0,0,7.0,2,Tuesday,January,2015-01,0
2015-01-06,DAIRY,6,Manta,A,False,0,0,22.0,4,Tuesday,January,2015-01,0
2015-01-06,BREAD/BAKERY,6,Manta,A,False,0,0,15.03,4,Tuesday,January,2015-01,0
2015-01-07,GROCERY I,1,Quito,A,False,0,0,195.0,7,Wednesday,January,2015-01,0
2015-01-07,BEVERAGES,1,Quito,A,False,0,0,38.0,4,Wednesday,January,2015-01,0
2015-01-07,PRODUCE,1,Quito,A,False,0,0,89.14699999999999,5,Wednesday,January,2015-01,0
2015-01-07,CLEANING,1,Quito,A,False,0,0,8.0,1,Wednesday,January,2015-01,0
2015-01-07,DAIRY,1,Quito,A,False,0,0,38.0,3,Wednesday,January,2015-01,0
2015-01-07,BREAD/BAKERY,1,Quito,A,False,0,0,21.0,2,Wednesday,January,2015-01,0
2015-01-07,DELI,1,Quito,A,False,0,0,6.0,1,Wednesday,January,2015-01,0
2015-01-07,GROCERY I,2,Guayaquil,B,False,0,0,154.0,8,Wednesday,January,2015-01,0
2015-01-07,BEVERAGES,2,Guayaquil,B,False,0,0,128.0,9,Wednesday,January,2015-01,0
2015-01-07,PRODUCE,2,Guayaquil,B,False,0,0,72.0,4,Wednesday,January,2015-01,0
2015-01-07,CLEANING,2,Guayaquil,B,False,0,0,5.0,2,Wednesday,January,2015-01,0
2015-01-07,DAIRY,2,Guayaquil,B,False,0,0,24.192,2,Wednesday,January,2015-01,0
2015-01-07,BREAD/BAKERY,2,Guayaquil,B,False,0,0,21.908,4,Wednesday,January,2015-01,0
2015-01-07,DELI,2,Guayaquil,B,False,0,0,2.695,1,Wednesday,January,2015-01,0
2015-01-07,EGGS,2,Guayaquil,B,False,0,0,3.0,1,Wednesday,January,2015-01,0
2015-01-07,GROCERY I,3,Cuenca,C,False,0,0,181.0,11,Wednesday,January,2015-01,0
2015-01-07,BEVERAGES,3,Cuenca,C,False,0,0,130.0,8,Wednesday,January,2015-01,0
2015-01-07,PRODUCE,3,Cuenca,C,False,0,0,74.0,4,Wednesday,January,2015-01,0
2015-01-07,CLEANING,3,Cuenca,C,False,0,0,4.0,1,Wednesday,January,2015-01,0
2015-01-07,DAIRY,3,Cuenca,C,False,0,0,8.0,1,Wednesday,January,2015-01,0
2015-01-07,BREAD/BAKERY,3,Cuenca,C,False,0,0,26.0,3,Wednesday,January,2015-01,0
2015-01-07,GROCERY I,4,Ambato,D,False,0,0,291.0,11,Wednesday,January,2015-01,0
2015-01-07,BEVERAGES,4,Ambato,D,False,0,0,84.0,5,Wednesday,January,2015-01,0
2015-01-07,PRODUCE,4,Ambato,D,False,0,0,58.0,5,Wednesday,January,2015-01,0
2015-01-07,CLEANING,4,Ambato,D,False,0,0,50.0,4,Wednesday,January,2015-01,0
2015-01-07,DAIRY,4,Ambato,D,False,0,0,82.306,5,Wednesday,January,2015-01,0
2015-01-07,BREAD/BAKERY,4,Ambato,D,False,0,0,21.2,3,Wednesday,January,2015-01,0
2015-01-07,GROCERY I,5,Machala,E,False,0,0,160.0,7,Wednesday,January,2015-01,0
2015-01-07,BEVERAGES,5,Machala,E,False,0,0,102.0,7,Wednesday,January,2015-01,0
2015-01-07,PRODUCE,5,Machala,E,False,0,0,85.0,5,Wednesday,January,2015-01,0
2015-01-07,CLEANING,5,Machala,E,False,0,0,23.0,2,Wednesday,January,2015-01,0
2015-01-07,DAIRY,5,Machala,E,False,0,0,27.994,4,Wednesday,January,2015-01,0
2015-01-07,BREAD/BAKERY,5,Machala,E,False,0,0,28.242,2,Wednesday,January,2015-01,0
